ObjectID,district_id,state,district_name,longitude,latitude,new_student_cases,cumulative_student_cases,new_staff_cases,cumulative_staff_cases,other_new,other_cumulative,total_all,Link
5152,2621390,MI,Leland Public School District,-85.75964,45.02143,,,,,,,0,
5161,2621420,MI,Les Cheneaux Community Schools,-84.35265,45.99955,,,,,,,0,
5170,2621450,MI,Leslie Public Schools,-84.443075,42.461482,,,,,,,0,
5179,2621570,MI,Lincoln Consolidated School District,-83.613871,42.160679,,,,,,,0,
5188,2621600,MI,Lincoln Park School District of the City of,-83.189222,42.248013,,,,,,,0,
5189,2621690,MI,Linden Community Schools,-83.841219,42.792728,,,,,,,0,
5190,2621750,MI,Litchfield Community Schools,-84.75453,42.045697,,,,,,,0,
5191,2621840,MI,Livonia Public Schools School District,-83.376151,42.394985,,,,,,,0,
5192,2622050,MI,Lowell Area Schools,-85.336902,42.93662,,,,,,,0,
5193,2622200,MI,Ludington Area School District,-86.43577,43.963329,,,,,,,0,
5194,2622230,MI,Mackinac Island Public Schools,-84.625891,45.856141,,,,,,,0,
5195,2622260,MI,Mackinaw City Public Schools,-84.744745,45.781608,,,,,,,0,
5196,2622290,MI,Madison District Public Schools,-83.103303,42.487843,,,,,,,0,
5197,2622320,MI,Madison School District (Lenawee),-84.018477,41.868569,,,,,,,0,
5198,2622350,MI,Mancelona Public Schools,-85.064806,44.902222,,,,,,,0,
5199,2622380,MI,Manchester Community Schools,-84.029059,42.155901,,,,,,,0,
5200,2622410,MI,Manistee Area Public Schools,-86.324118,44.240672,,,,,,,0,
5201,2622470,MI,Manistique Area Schools,-86.246874,45.958599,,,,,,,0,
5202,2622500,MI,Manton Consolidated Schools,-85.397281,44.405821,,,,,,,0,
5203,2622620,MI,Maple Valley Schools,-85.056285,42.610884,,,,,,,0,
5204,2622830,MI,Mar Lee School District,-84.88363,42.305032,,,,,,,0,
5205,2622740,MI,Marcellus Community Schools,-85.812975,42.025505,,,,,,,0,
5206,2622800,MI,Marion Public Schools,-85.146615,44.10248,,,,,,,0,
5207,2622860,MI,Marlette Community Schools,-83.071486,43.320649,,,,,,,0,
5208,2600013,MI,Marquette Area Public Schools,-87.41455,46.556753,,,,,,,0,
5209,2622970,MI,Marshall Public Schools,-84.95818,42.271042,,,,,,,0,
5210,2622980,MI,Martin Public Schools,-85.637247,42.536193,,,,,,,0,
5211,2623040,MI,Marysville Public Schools,-82.475263,42.909412,,,,,,,0,
5212,2623100,MI,Mason Consolidated Schools (Monroe),-83.491647,41.812691,,,,,,,0,
5213,2623130,MI,Mason County Central Schools,-86.279806,43.953543,,,,,,,0,
5214,2623160,MI,Mason County Eastern Schools,-86.216807,43.953292,,,,,,,0,
5215,2623070,MI,Mason Public Schools (Ingham),-84.445627,42.578466,,,,,,,0,
5216,2623250,MI,Mattawan Consolidated School,-85.790057,42.213889,,,,,,,0,
5217,2623280,MI,Mayville Community School District,-83.352517,43.332464,,,,,,,0,
5218,2623310,MI,McBain Rural Agricultural Schools,-85.21044,44.193847,,,,,,,0,
5219,2623460,MI,Melvindale-North Allen Park Schools,-83.186218,42.279035,,,,,,,0,
5220,2623490,MI,Memphis Community Schools,-82.756221,42.891951,,,,,,,0,
5221,2623520,MI,Mendon Community School District,-85.4436,42.013753,,,,,,,0,
5222,2623550,MI,Menominee Area Public Schools,-87.618386,45.10952,,,,,,,0,
5223,2623580,MI,Meridian Public Schools,-84.37011,43.711665,,,,,,,0,
5224,2623610,MI,Merrill Community Schools,-84.336195,43.408845,,,,,,,0,
5225,2623670,MI,Mesick Consolidated Schools,-85.714365,44.40475,,,,,,,0,
5226,2623790,MI,Michigan Center School District,-84.336992,42.223692,,,,,,,0,
5227,2623830,MI,Mid Peninsula School District,-87.11592,45.985453,,,,,,,0,
5228,2623820,MI,Midland Public Schools,-84.234349,43.614596,,,,,,,0,
5229,2623850,MI,Milan Area Schools,-83.70198,42.076845,,,,,,,0,
5230,2623910,MI,Millington Community Schools,-83.523578,43.280444,,,,,,,0,
5231,2624000,MI,Mio-AuSable Schools,-84.14291,44.652351,,,,,,,0,
5232,2624120,MI,Mona Shores Public School District,-86.24793,43.172993,,,,,,,0,
5233,2624150,MI,Monroe Public Schools,-83.387985,41.921525,,,,,,,0,
5234,2612960,MI,Montabella Community Schools,-85.04419,43.40573,,,,,,,0,
5235,2624180,MI,Montague Area Public Schools,-86.362408,43.429392,,,,,,,0,
5236,2624420,MI,Montrose Community Schools,-83.891685,43.17619,,,,,,,0,
5237,2624540,MI,Moran Township School District,-84.825313,45.870399,,,,,,,0,
5238,2624570,MI,Morenci Area Schools,-84.225972,41.724384,,,,,,,0,
5239,2624600,MI,Morley Stanwood Community Schools,-85.44346,43.534193,,,,,,,0,
5240,2624630,MI,Morrice Area Schools,-84.177762,42.841358,,,,,,,0,
5241,2624690,MI,Mount Clemens Community School District,-82.882696,42.597257,,,,,,,0,
5242,2624720,MI,Mt. Morris Consolidated Schools,-83.688433,43.122722,,,,,,,0,
5243,2624750,MI,Mt. Pleasant City School District,-84.770472,43.61043,,,,,,,0,
5244,2624810,MI,Munising Public Schools,-86.663124,46.416858,,,,,,,0,
5245,2624840,MI,Muskegon Public Schools of the City of,-86.251725,43.232994,,,,,,,0,
5246,2624960,MI,Napoleon Community Schools,-84.245725,42.162415,,,,,,,0,
5247,2625020,MI,Negaunee Public Schools,-87.608634,46.49874,,,,,,,0,
5248,2625140,MI,New Buffalo Area Schools,-86.72699,41.79546,,,,,,,0,
5249,2625230,MI,New Haven Community Schools,-82.78558,42.73664,,,,,,,0,
5250,2625290,MI,New Lothrop Area Public Schools,-83.971183,43.115266,,,,,,,0,
5251,2625320,MI,Newaygo Public School District,-85.800284,43.411722,,,,,,,0,
5252,2625400,MI,NICE Community School District,-87.724001,46.483772,,,,,,,0,
5253,2625560,MI,Niles Community Schools,-86.234642,41.823915,,,,,,,0,
5254,2625650,MI,North Adams-Jerome Public Schools,-84.525503,41.96498,,,,,,,0,
5255,2625680,MI,North Branch Area Schools,-83.19256,43.22943,,,,,,,0,
5256,2629220,MI,North Central Area Schools,-87.59947,45.710679,,,,,,,0,
5257,2630480,MI,North Dickinson County Schools,-87.965006,46.011744,,,,,,,0,
5258,2625780,MI,North Huron School District,-83.004289,43.938937,,,,,,,0,
5259,2625800,MI,North Muskegon Public Schools,-86.267514,43.258246,,,,,,,0,
5260,2625920,MI,Northport Public School District,-85.616625,45.12881,,,,,,,0,
5261,2625950,MI,Northview Public Schools,-85.619511,43.042316,1,2,,1,,,3,http://nvps.net/covid19dashboard/
5262,2625980,MI,Northville Public Schools,-83.486753,42.430806,,,,,,,0,
5263,2626010,MI,Northwest Community Schools,-84.46294,42.333897,,,,,,,0,
5264,2626040,MI,Norway-Vulcan Area Schools,-87.903792,45.782497,,,,,,,0,
5265,2626100,MI,Nottawa Community School,-85.4402,41.919137,,,,,,,0,
5266,2626130,MI,Novi Community School District,-83.495131,42.474883,,,,,,,0,
5267,2626190,MI,Oak Park School District of the City of,-83.185514,42.457339,,,,,,,0,
5268,2626220,MI,Oakridge Public Schools,-86.107367,43.24766,,,,,,,0,
5269,2626280,MI,Okemos Public Schools,-84.431465,42.711228,,,,,,,0,
5270,2626370,MI,Olivet Community Schools,-84.917942,42.445417,,,,,,,0,
5271,2626400,MI,Onaway Area Community School District,-84.233883,45.346247,,,,,,,0,
5272,2626430,MI,Oneida Township S/D #3,-84.779358,42.69713,,,,,,,0,
5273,2626490,MI,Onekama Consolidated Schools,-86.202356,44.362987,,,,,,,0,
5274,2626520,MI,Onsted Community Schools,-84.190233,42.001153,,,,,,,0,
5275,2626550,MI,Ontonagon Area School District,-89.297616,46.869714,,,,,,,0,
5276,2626760,MI,Orchard View Schools,-86.183851,43.251549,,,,,,,0,
5086,2626970,MI,Oscoda Area Schools,-83.332075,44.415097,,,,,,,0,
5129,2627060,MI,Otsego Public Schools,-85.708079,42.455114,,,,,,,0,
5138,2627150,MI,Ovid-Elsie Area Schools,-84.390744,43.048509,,,,,,,0,
5146,2627180,MI,Owendale-Gagetown Area School District,-83.264345,43.729185,,,,,,,0,
5155,2627210,MI,Owosso Public Schools,-84.160982,42.987253,,,,,,,0,
5164,2627240,MI,Oxford Community Schools,-83.265137,42.824985,,,,,,,0,
5173,2627420,MI,Parchment School District,-85.561087,42.330256,,,,,,,0,
5182,2627660,MI,Paw Paw Public School District,-85.902713,42.21132,,,,,,,0,
5277,2627690,MI,Peck Community School District,-82.809913,43.258677,,,,,,,0,
5279,2627720,MI,Pellston Public Schools,-84.78119,45.553008,,,,,,,0,
5287,2627810,MI,Pennfield Schools,-85.14025,42.370017,,,,,,,0,
5290,2627840,MI,Pentwater Public School District,-86.42513,43.783649,,,,,,,0,
5295,2627900,MI,Perry Public Schools,-84.211561,42.834131,,,,,,,0,
5304,2627960,MI,Pewamo-Westphalia Community Schools,-84.837594,42.942293,,,,,,,0,
5312,2628020,MI,Pickford Public Schools,-84.360513,46.155453,,,,,,,0,
5320,2628140,MI,Pinckney Community Schools,-83.905415,42.461074,,,,,,,0,
5328,2628170,MI,Pinconning Area Schools,-83.969135,43.853413,,,,,,,0,
5336,2628200,MI,Pine River Area Schools,-85.487045,44.065531,,,,,,,0,
5337,2628500,MI,Pittsford Area Schools,-84.47242,41.863088,,,,,,,0,
5338,2628530,MI,Plainwell Community Schools,-85.652187,42.437061,1,4,,5,,,9,https://www.plainwellschools.org/News/247#sthash.hHdJIij5.dpbs
5339,2628560,MI,Plymouth-Canton Community Schools,-83.471953,42.369532,,,,,,,0,
5340,2628740,MI,Pontiac City School District,-83.288427,42.635271,,,,,,,0,
5341,2628830,MI,Port Huron Area School District,-82.450641,43.000905,,,,,,,0,
5342,2628950,MI,Portage Public Schools,-85.585559,42.199332,,,,,,,0,
5343,2629120,MI,Portland Public Schools,-84.919428,42.878859,,,,,,,0,
5344,2629130,MI,Posen Consolidated School District No. 9,-83.69954,45.26318,,,,,,,0,
5345,2629160,MI,Potterville Public Schools,-84.737245,42.630241,,,,,,,0,
5346,2629190,MI,Powell Township Schools,-87.73156,46.819065,,,,,,,0,
5347,2607690,MI,Public Schools of Calumet Laurium & Keweenaw,-88.448385,47.243166,,,,,,,0,
5348,2627930,MI,Public Schools of Petoskey,-84.956154,45.365788,,,,,,,0,
5349,2629250,MI,Quincy Community Schools,-84.879173,41.940821,,,,,,,0,
5350,2629340,MI,Rapid River Public Schools,-86.93086,45.911351,,,,,,,0,
5351,2629370,MI,Ravenna Public Schools,-85.940218,43.189299,,,,,,,0,
5352,2629400,MI,Reading Community Schools,-84.747095,41.837845,,,,,,,0,
5353,2629460,MI,Redford Union Schools District No. 1,-83.288206,42.420088,,,,,,,0,
5354,2629490,MI,Reed City Area Public Schools,-85.51234,43.869482,,,,,,,0,
5355,2629520,MI,Reese Public Schools,-83.693085,43.453235,,,,,,,0,
5356,2629540,MI,Reeths-Puffer Schools,-86.267568,43.277168,,,,,,,0,
5357,2629580,MI,Republic-Michigamme Schools,-87.98274,46.369968,,,,,,,0,
5358,2629670,MI,Richmond Community Schools,-82.761251,42.808949,,,,,,,0,
5359,2629760,MI,River Rouge School District of the City of,-83.137214,42.274207,,,,,,,0,
5360,2629790,MI,River Valley School District,-86.609987,41.839011,,,,,,,0,
5361,2629910,MI,Riverview Community School District,-83.187301,42.179632,,,,,,,0,
5362,2629940,MI,Rochester Community School District,-83.139913,42.681166,,,,,,,0,
5363,2630030,MI,Rockford Public Schools,-85.557676,43.127176,,,,,,,0,
5364,2630060,MI,Rogers City Area Schools,-83.825573,45.417213,,,,,,,0,
5365,2630090,MI,Romeo Community Schools,-83.01277,42.805904,,,2,2,,,2,"https://www.michigan.gov/coronavirus/0,9753,7-406-98163_98173_102480---,00.html"
5366,2630120,MI,Romulus Community Schools,-83.395508,42.215896,,,,,,,0,
5367,2615830,MI,Roscommon Area Public Schools,-84.773209,44.504376,,,,,,,0,
5368,2630210,MI,Roseville Community Schools,-82.92383,42.484057,,,,,,,0,
5369,2630300,MI,Royal Oak Schools,-83.1343,42.514944,,,,,,,0,
5370,2630360,MI,Rudyard Area Schools,-84.596043,46.22951,,,,,,,0,
5371,2630390,MI,Saginaw School District of the City of,-83.935229,43.427786,,,4,4,,,4,"https://www.michigan.gov/coronavirus/0,9753,7-406-98163_98173_102480---,00.html"
5372,2630450,MI,Saginaw Township Community Schools,-84.02954,43.43885,,,,,,,0,
5373,2630660,MI,Saline Area Schools,-83.78826,42.182269,,,,,,,0,
5374,2630780,MI,Sand Creek Community Schools,-84.101119,41.817052,,,,,,,0,
5375,2630840,MI,Sandusky Community School District,-82.828045,43.411805,,,,,,,0,
5376,2630930,MI,Saranac Community Schools,-85.202205,42.92525,,,,,,,0,
5377,2630960,MI,Saugatuck Public Schools,-86.206045,42.644605,,,,,,,0,
5378,2630990,MI,Sault Ste. Marie Area Schools,-84.344177,46.480757,,,,,,,0,
5379,2631020,MI,Schoolcraft Community Schools,-85.629232,42.123094,,,,,,,0,
5380,2631320,MI,Shelby Public Schools,-86.358013,43.618262,,,,,,,0,
5381,2631380,MI,Shepherd Public Schools,-84.691545,43.524255,,,,,,,0,
5382,2600010,MI,Sigel Township S/D #3F,-82.855864,43.842507,,,,,,,0,
5383,2600011,MI,Sigel Township S/D #4F,-82.792639,43.843763,,,,,,,0,
5384,2632070,MI,Sodus Township S/D #5,-86.397433,42.037518,,,,,,,0,
5385,2632300,MI,South Haven Public Schools,-86.27209,42.397703,,,,,,,0,
5386,2632220,MI,South Lake Schools,-82.914245,42.468239,,,,,,,0,
5387,2632250,MI,South Lyon Community Schools,-83.654575,42.458451,,,,,,,0,
5388,2632280,MI,South Redford School District,-83.29981,42.383915,,,,,,,0,
5389,2632310,MI,Southfield Public School District,-83.260693,42.469673,,,,,,,0,
5390,2632340,MI,Southgate Community School District,-83.193816,42.192093,,,,,,,0,
5391,2632370,MI,Sparta Area Schools,-85.702612,43.148715,,,,,,,0,
5392,2632550,MI,Spring Lake Public Schools,-86.190609,43.071645,10,11,1,2,,,13,https://www.springlakeschools.org/event/covid-19-dashboard-information/
5393,2632610,MI,Springport Public Schools,-84.70395,42.378283,2,2,,,,,2,"https://www.michigan.gov/coronavirus/0,9753,7-406-98163_98173_102480---,00.html"
5394,2632640,MI,St. Charles Community Schools,-84.15512,43.299211,,,,,,,0,
5395,2600012,MI,St. Ignace Area Schools,-84.74231,45.865789,,,,,,,0,
5396,2632820,MI,St. Johns Public Schools,-84.565893,42.992988,,,,,,,0,
5397,2632850,MI,St. Joseph Public Schools,-86.475293,42.0584,,,,,,,0,
5398,2632880,MI,St. Louis Public Schools,-84.606198,43.41814,,,,,,,0,
5399,2632940,MI,Standish-Sterling Community Schools,-83.958659,44.011544,,,,,,,0,
5400,2632970,MI,Stanton Township Public Schools,-88.722163,47.155462,,,,,,,0,
5401,2633000,MI,Stephenson Area Public Schools,-87.60814,45.417115,,,,,,,0,
5402,2633030,MI,Stockbridge Community Schools,-84.184568,42.450822,,,,,,,0,
5403,2633090,MI,Sturgis Public Schools,-85.41957,41.801228,,,,,,,0,
5404,2633120,MI,Summerfield Schools,-83.702366,41.90643,,,,,,,0,
5405,2600019,MI,Superior Central School District,-86.957055,46.354146,,,,,,,0,
5406,2633360,MI,Suttons Bay Public Schools,-85.654329,44.9713,,,,,,,0,
5407,2633410,MI,Swan Valley School District,-84.079691,43.408923,,,,,,,0,
5408,2633420,MI,Swartz Creek Community Schools,-83.846632,42.953029,,,,,,,0,
5409,2625350,MI,Tahquamenon Area Schools,-85.509898,46.350683,,,,,,,0,
5410,2633510,MI,Tawas Area Schools,-83.532061,44.27991,,,,,,,0,
5411,2633540,MI,Taylor School District,-83.283483,42.222932,,,,,,,0,
5412,2633720,MI,Tecumseh Public Schools,-83.94367,42.00561,,,,,,,0,
5413,2633750,MI,Tekonsha Community Schools,-84.989967,42.090281,,,,,,,0,
5414,2633810,MI,Thornapple Kellogg School District,-85.487504,42.710922,2,2,,,,,2,"https://www.michigan.gov/coronavirus/0,9753,7-406-98163_98173_102480---,00.html"
5415,2633840,MI,Three Rivers Community Schools,-85.611466,41.947393,,,,,,,0,
5416,2633870,MI,Traverse City Area Public Schools,-85.615216,44.760563,,,,,,,0,
5417,2633900,MI,Trenton Public Schools,-83.203692,42.143574,,,,,,,0,
5418,2633930,MI,Tri County Area Schools,-85.519226,43.290414,,,,,,,0,
5128,2634260,MI,Troy School District,-83.143605,42.584196,,,,,,,0,
5137,2634380,MI,Ubly Community Schools,-82.93566,43.708913,,,,,,,0,
5151,2634410,MI,Union City Community Schools,-85.141031,42.061626,,,,,,,0,
5153,2634440,MI,Unionville-Sebewaing Area S.D.,-83.459839,43.696713,,,,,,,0,
5162,2634470,MI,Utica Community Schools,-83.015317,42.563595,,,,,,,0,
5171,2634560,MI,Van Buren Public Schools,-83.494979,42.202905,,,,,,,0,
5180,2634680,MI,Van Dyke Public Schools,-83.018693,42.467541,,,,,,,0,
5283,2634620,MI,Vanderbilt Area Schools,-84.654276,45.143468,,,,,,,0,
5299,2634650,MI,Vandercook Lake Public Schools,-84.392255,42.199477,,,,,,,0,
5305,2634710,MI,Vassar Public Schools,-83.58447,43.375329,,,,,,,0,
5313,2634860,MI,Verona Township S/D #1F,-82.881526,43.806986,,,,,,,0,
5321,2634920,MI,Vestaburg Community Schools,-84.907557,43.39612,,,,,,,0,
5329,2634950,MI,Vicksburg Community Schools,-85.530905,42.117105,,,,,,,0,
5423,2635010,MI,Wakefield-Marenisco School District,-89.938091,46.476707,,,,,,,0,
5477,2635040,MI,Waldron Area Schools,-84.418947,41.73506,,,,,,,0,
5518,2635130,MI,Walkerville Public Schools,-86.122026,43.71507,,,,,,,0,
5519,2635160,MI,Walled Lake Consolidated Schools,-83.490031,42.535119,,,,,,,0,
5521,2635190,MI,Warren Consolidated Schools,-83.01564,42.523671,,,,,,,0,
5536,2635220,MI,Warren Woods Public Schools,-82.993427,42.485394,,,,,,,0,
5540,2635310,MI,Waterford School District,-83.355942,42.646634,,,,,,,0,
5546,2635340,MI,Watersmeet Township School District,-89.178163,46.269393,,,,,,,0,
5552,2635460,MI,Watervliet School District,-86.253879,42.187812,,,,,,,0,
5560,2635520,MI,Waverly Community Schools,-84.621442,42.728465,,,,,,,0,
5566,2635550,MI,Wayland Union Schools,-85.628625,42.673762,,,,,,,0,
5572,2600015,MI,Wayne-Westland Community School District,-83.402425,42.316853,,,,,,,0,
5578,2635730,MI,Webberville Community Schools,-84.170665,42.667037,2,2,,,,,2,"https://www.michigan.gov/coronavirus/0,9753,7-406-98163_98173_102480---,00.html"
5584,2635790,MI,Wells Township School District,-87.491351,46.048624,,,,,,,0,
5590,2635820,MI,West Bloomfield School District,-83.398093,42.590555,,,,,,,0,
5596,2635850,MI,West Branch-Rose City Area Schools,-84.23991,44.277095,,,,,,,0,
5683,2632910,MI,West Iron County Public Schools,-88.63431,46.081413,,,,,,,0,
5684,2635910,MI,West Ottawa Public School District,-86.086644,42.852352,,,,,,,0,
5685,2635940,MI,Western School District,-84.537397,42.246909,,,,,,,0,
5686,2611640,MI,Westwood Community School District,-83.289328,42.286232,,,,,,,0,
5688,2635970,MI,Westwood Heights Schools,-83.75308,43.059147,,,,,,,0,
5693,2636060,MI,White Cloud Public Schools,-85.75606,43.56469,,,,,,,0,
5698,2636120,MI,White Pigeon Community Schools,-85.63845,41.802597,,,,,,,0,
5703,2636240,MI,Whitefish Township Schools,-85.038846,46.610824,,,,,,,0,
5789,2636270,MI,Whiteford Agricultural School District of the Counties of Le,-83.703038,41.766892,,,,,,,0,
5792,2636300,MI,Whitehall District Schools,-86.338877,43.407067,,,,,,,0,
5796,2636330,MI,Whitmore Lake Public School District,-83.761147,42.413197,,,,,,,0,
5801,2636390,MI,Whittemore-Prescott Area Schools,-83.80486,44.229695,,,,,,,0,
5805,2636420,MI,Williamston Community Schools,-84.276552,42.692004,,,,,,,0,
5809,2636480,MI,Wolverine Community School District,-84.603675,45.27295,,,,,,,0,
5813,2636485,MI,Woodhaven-Brownstown School District,-83.246063,42.126362,,,,,,,0,
5817,2636540,MI,Wyandotte School District of the City of,-83.159201,42.203255,,,,,,,0,
5821,2636570,MI,Wyoming Public Schools,-85.713504,42.900574,,,,,,,0,
5825,2636600,MI,Yale Public Schools,-82.807147,43.126676,,,,,,,0,
5829,2636630,MI,Ypsilanti Community Schools,-83.64328,42.245162,,,,,,,0,
5833,2636660,MI,Zeeland Public Schools,-86.02192,42.81385,,,,,,,0,
5837,2700106,MN,A.C.G.C. Public School District,-94.685432,45.143059,,,,,,,0,
5841,2700126,MN,ADA-BORUP PUBLIC SCHOOL DISTRICT,-96.52417,47.29613,,,,,,,0,
5934,2702730,MN,ADRIAN PUBLIC SCHOOL DISTRICT,-95.935989,43.632881,,,,,,,0,
5935,2702760,MN,AITKIN PUBLIC SCHOOL DISTRICT,-93.710949,46.534023,,,,,,,0,
5936,2702930,MN,ALBANY PUBLIC SCHOOL DISTRICT,-94.570875,45.63288,,,,,,,0,
5937,2702970,MN,ALBERT LEA PUBLIC SCHOOL DISTRICT,-93.371149,43.664523,,,,,,,0,
5938,2703030,MN,ALDEN-CONGER PUBLIC SCHOOL DISTRICT,-93.57509,43.67237,,,,,,,0,
5939,2703060,MN,ALEXANDRIA PUBLIC SCHOOL DISTRICT,-95.36987,45.885907,,,,,,,0,
5940,2703150,MN,ANNANDALE PUBLIC SCHOOL DISTRICT,-94.123,45.263075,,,,,,,0,
5941,2703180,MN,ANOKA-HENNEPIN PUBLIC SCHOOL DIST.,-93.391507,45.209053,,,,,,,0,
5942,2703300,MN,ASHBY PUBLIC SCHOOL DISTRICT,-95.815965,46.08999,,,,,,,0,
5943,2703450,MN,AUSTIN PUBLIC SCHOOL DISTRICT,-92.978748,43.66912,,,,,,,0,
5944,2703540,MN,BADGER PUBLIC SCHOOL DISTRICT,-96.016625,48.7812,,,,,,,0,
5945,2703570,MN,BAGLEY PUBLIC SCHOOL DISTRICT,-95.401599,47.524389,,,,,,,0,
5946,2703660,MN,BARNESVILLE PUBLIC SCHOOL DIST.,-96.41241,46.651325,,,,,,,0,
5947,2703690,MN,BARNUM PUBLIC SCHOOL DISTRICT,-92.679569,46.506422,,,,,,,0,
5948,2703750,MN,BATTLE LAKE PUBLIC SCHOOL DISTRICT,-95.72034,46.283157,,,,,,,0,
5949,2703870,MN,BECKER PUBLIC SCHOOL DISTRICT,-93.872586,45.399454,,,,,,,0,
5950,2700105,MN,BELGRADE-BROOTEN-ELROSA SCHOOL DIST,-95.005365,45.45275,,,,,,,0,
5951,2704050,MN,BELLE PLAINE PUBLIC SCHOOL DISTRICT,-93.769797,44.621754,,,,,,,0,
5952,2704440,MN,BEMIDJI PUBLIC SCHOOL DISTRICT,-94.882675,47.472873,,,,,,,0,
5953,2704470,MN,BENSON PUBLIC SCHOOL DISTRICT,-95.598392,45.3202,,,,,,,0,
5954,2705430,MN,BERTHA-HEWITT PUBLIC SCHOOL DIST.,-95.06433,46.26688,,,,,,,0,
5955,2705460,MN,BIG LAKE PUBLIC SCHOOL DISTRICT,-93.737332,45.335947,,,,,,,0,
5956,2705660,MN,BIRD ISLAND-OLIVIA-LAKE LILLIAN,-94.989387,44.769187,,,,,,,0,
5957,2705730,MN,BLACKDUCK PUBLIC SCHOOL DISTRICT,-94.550895,47.731829,,,,,,,0,
5958,2705760,MN,BLOOMING PRAIRIE PUBLIC SCHOOL DIST,-93.062247,43.868192,,,,,,,0,
5959,2705790,MN,BLOOMINGTON PUBLIC SCHOOL DISTRICT,-93.294851,44.812992,,,,,,,0,
5960,2706060,MN,BRAHAM PUBLIC SCHOOL DISTRICT,-93.178404,45.720448,,,,,,,0,
5961,2706090,MN,BRAINERD PUBLIC SCHOOL DISTRICT,-94.196792,46.352613,,,,,,,0,
5962,2700382,MN,BRANDON-EVANSVILLE PUBLIC SCHOOLS,-95.59774,45.966155,,,,,,,0,
5963,2706150,MN,BRECKENRIDGE PUBLIC SCHOOL DISTRICT,-96.583507,46.268263,,,,,,,0,
5964,2706240,MN,BROOKLYN CENTER SCHOOL DISTRICT,-93.307276,45.068186,,,,,,,0,
5965,2706300,MN,BROWERVILLE PUBLIC SCHOOL DISTRICT,-94.86871,46.08478,,,,,,,0,
5966,2707110,MN,BROWNS VALLEY PUBLIC SCHOOL DIST.,-96.82888,45.59526,,,,,,,0,
5967,2700023,MN,BUFFALO LK-HECTOR-STEWART PUBLIC SC,-94.712035,44.743485,,,,,,,0,
5968,2707200,MN,BUFFALO-HANOVER-MONTROSE PUBLIC SCH,-93.874751,45.175419,,,,,,,0,
5969,2707290,MN,BURNSVILLE PUBLIC SCHOOL DISTRICT,-93.281372,44.772682,,,,,,,0,
5970,2707320,MN,BUTTERFIELD PUBLIC SCHOOL DISTRICT,-94.79493,43.95896,,,,,,,0,
5971,2707350,MN,BYRON PUBLIC SCHOOL DISTRICT,-92.646882,44.035674,,,,,,,0,
5972,2707380,MN,CALEDONIA PUBLIC SCHOOL DISTRICT,-91.502859,43.634363,,,,,,,0,
5973,2707410,MN,CAMBRIDGE-ISANTI PUBLIC SCHOOL DIST,-93.220584,45.578498,,,,,,,0,
5974,2707450,MN,CAMPBELL-TINTAH PUBLIC SCHOOL DIST.,-96.405685,46.096165,,,,,,,0,
5975,2707470,MN,CANBY PUBLIC SCHOOL DISTRICT,-96.278887,44.710502,,,,,,,0,
5976,2707500,MN,CANNON FALLS PUBLIC SCHOOL DISTRICT,-92.890213,44.511599,,,,,,,0,
5977,2707590,MN,CARLTON PUBLIC SCHOOL DISTRICT,-92.42473,46.666471,,,,,,,0,
5978,2708070,MN,CASS LAKE-BENA PUBLIC SCHOOLS,-94.603121,47.37997,,,,,,,0,
5979,2700110,MN,CEDAR MOUNTAIN SCHOOL DISTRICT,-94.92636,44.416705,,,,,,,0,
5980,2708100,MN,CENTENNIAL PUBLIC SCHOOL DISTRICT,-93.14987,45.15308,,,,,,,0,
5981,2723910,MN,CENTRAL PUBLIC SCHOOL DISTRICT,-93.924825,44.768955,,,,,,,0,
5982,2708220,MN,CHATFIELD PUBLIC SCHOOLS,-92.19041,43.854501,,,,,,,0,
5087,2700017,MN,CHISAGO LAKES SCHOOL DISTRICT,-92.905869,45.377669,,,,,,,0,
5107,2708910,MN,CHISHOLM PUBLIC SCHOOL DISTRICT,-92.884361,47.486174,,,,,,,0,
5116,2708940,MN,CHOKIO-ALBERTA PUBLIC SCHOOL DIST.,-96.173942,45.573995,,,,,,,0,
5122,2700103,MN,CLEARBROOK-GONVICK SCHOOL DISTRICT,-95.43353,47.702748,,,,,,,0,
5131,2709330,MN,CLEVELAND PUBLIC SCHOOL DISTRICT,-93.836215,44.323561,,,,,,,0,
5140,2709360,MN,CLIMAX-SHELLY PUBLIC SCHOOLS,-96.819775,47.608785,,,,,,,0,
5147,2700150,MN,CLINTON-GRACEVILLE-BEARDSLEY,-96.435264,45.457665,,,,,,,0,
5159,2709420,MN,CLOQUET PUBLIC SCHOOL DISTRICT,-92.4485,46.717309,,,,,,,0,
5168,2709510,MN,COLUMBIA HEIGHTS PUBLIC SCHOOL DIST,-93.238612,45.056669,,,,,,,0,
5177,2709540,MN,COMFREY PUBLIC SCHOOL DISTRICT,-94.90754,44.10893,,,,,,,0,
5186,2713110,MN,COOK COUNTY PUBLIC SCHOOLS,-90.334656,47.755755,,,,,,,0,
5284,2709690,MN,CROMWELL-WRIGHT PUBLIC SCHOOLS,-92.884355,46.67725,,,,,,,0,
5292,2709720,MN,CROOKSTON PUBLIC SCHOOL DISTRICT,-96.60384,47.789277,,,,,,,0,
5300,2709750,MN,CROSBY-IRONTON PUBLIC SCHOOL DIST.,-93.965471,46.478039,,,,,,,0,
